Company Name,Industry,Symbol,Series
ICE MAKE REFRIGERATION LIMITED,,ICEMAKE,EQ
ICICI PRUDENTIAL MUTUAL FUND - BHARAT 22 ETF,,ICICIB22,EQ
INDO COUNT INDUSTRIES LIMITED,,ICIL,EQ
ICRA LIMITED,,ICRA,EQ
IDEAFORGE TECHNOLOGY LIMITED,,IDEAFORGE,EQ
IDEAL TECHNOPLAST INDUSTRIES LIMITED,,IDEALTECHO,SM
BANDHAN NIFTY 50 ETF,,IDFNIFTYET,EQ
INDIAN EMULSIFIERS LIMITED,,IEML,SM
IFB AGRO INDUSTRIES LIMITED,,IFBAGRO,EQ
IFB INDUSTRIES LIMITED,,IFBIND,EQ
IFCI LIMITED,,IFCI,EQ
IFGL REFRACTORIES LIMITED,,IFGLEXPOR,EQ
IGARASHI MOTORS INDIA LIMITED,,IGARASHI,EQ
INDOGULF CROPSCIENCES LIMITED,,IGCL,EQ
INDRAPRASTHA GAS LIMITED,,IGL,EQ
IG PETROCHEMICALS LIMITED,,IGPL,EQ
IIFL FINANCE LIMITED,,IIFL,EQ
IIFL CAPITAL SERVICES LIMITED,,IIFLCAPS,EQ
INDUSTRIAL INVESTMENT TRUST LIMITED,,IITL,EQ
IKIO TECHNOLOGIES LIMITED,,IKIO,EQ
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,,IKS,EQ
IMAGICAAWORLD ENTERTAINMENT LIMITED,,IMAGICAA,EQ
INDIAN METALS & FERRO ALLOYS LIMITED,,IMFA,EQ
INDIA MOTOR PARTS AND ACCESSORIES LIMITED,,IMPAL,EQ
INCREDIBLE INDUSTRIES LIMITED,,INCREDIBLE,EQ
INDBANK MERCHANT BANKING SERVICES LIMITED,,INDBANK,EQ
INDEGENE LIMITED,,INDGN,EQ
THE INDIA CEMENTS LIMITED,,INDIACEM,EQ
INDIA GLYCOLS LIMITED,,INDIAGLYCO,EQ
INDIAMART INTERMESH LIMITED,,INDIAMART,EQ
INDIAN CARD CLOTHING COMPANY LIMITED,,INDIANCARD,EQ
INDIAN HUME PIPE COMPANY LIMITED,,INDIANHUME,EQ
INDIA SHELTER FINANCE CORPORATION LIMITED,,INDIASHLTR,EQ
INDIGO PAINTS LIMITED,,INDIGOPNTS,EQ
INDIGRID INFRASTRUCTURE TRUST,,INDIGRID,IV
INDIQUBE SPACES LIMITED,,INDIQUBE,EQ
INDIA NIPPON ELECTRICALS LIMITED,,INDNIPPON,EQ
INDO AMINES LIMITED,,INDOAMIN,EQ
INDO BORAX & CHEMICALS LIMITED,,INDOBORAX,EQ
INDOCO REMEDIES LIMITED,,INDOCO,EQ
INDO FARM EQUIPMENT LIMITED,,INDOFARM,EQ
INDO RAMA SYNTHETICS (INDIA) LIMITED,,INDORAMA,EQ
INDOSTAR CAPITAL FINANCE LIMITED,,INDOSTAR,EQ
INDO US BIOTECH LIMITED,,INDOUS,EQ
INDOWIND ENERGY LIMITED,,INDOWIND,EQ
INDUSTRIAL & PRUDENTIAL INVESTMENT COMPANY LIMITED,,INDPRUD,EQ
INDRAPRASTHA MEDICAL CORPORATION LIMITED,,INDRAMEDCO,EQ
IND-SWIFT LABORATORIES LIMITED,,INDSWFTLAB,EQ
INDIAN TERRAIN FASHIONS LIMITED,,INDTERRAIN,EQ
INDUS INFRA TRUST,,INDUSINVIT,IV
INFLUX HEALTHTECH LIMITED,,INFLUX,SM
INFOBEANS TECHNO. LTD.,,INFOBEAN,EQ
INFOLLION RESEARCH SERVICES LIMITED,,INFOLLION,SM
INFOMEDIA PRESS LIMITED,,INFOMEDIA,EQ
MIRAE ASSET MF-MIRAE ASSET NIFTY INDIA INFRASTRUCTURE & LOGISTICS ETF,,INFRA,EQ
NIPPON INDIA ETF NIFTY INFRASTRUCTURE BEES,,INFRABEES,EQ
ICICI PRUDENTIAL MUTUAL FUND-ICICI PRUDENTIAL NIFTY INFRASTRUCTURE ETF,,INFRAIETF,EQ
INGERSOLL RAND (INDIA) LIMITED,,INGERRAND,EQ
INTERIORS & MORE LIMITED,,INM,SM
INNOMET ADVANCED MATERIALS LIMITED,,INNOMET,SM
INNOVA CAPTAB LIMITED,,INNOVACAP,EQ
INNOVANA THINKLABS LIMITED,,INNOVANA,EQ
INNOVISION LIMITED,,INNOVISION,EQ
INOX GREEN ENERGY SERVICES LIMITED,,INOXGREEN,EQ
INOX INDIA LIMITED,,INOXINDIA,EQ
INSECTICIDES (INDIA) LIMITED,,INSECTICID,EQ
INTELLECT DESIGN ARENA LIMITED,,INTELLECT,EQ
INTERARCH BUILDING SOLUTIONS LIMITED,,INTERARCH,EQ
INTERISE TRUST,,INTERISE,IV
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY INDIA INTERNET ETF,,INTERNET,EQ
INTERNATIONAL CONVEYORS LIMITED,,INTLCONV,EQ
INVENTURE GROWTH & SECURITIES LIMITED,,INVENTURE,EQ
INVESTMENT & PRECISION CASTINGS LIMITED,,INVPRECQ,EQ
INDIAN OVERSEAS BANK,,IOB,EQ
IOL CHEMICALS AND PHARMACEUTICALS LIMITED,,IOLCP,EQ
ION EXCHANGE (INDIA) LIMITED,,IONEXCHANG,EQ
IPCA LABORATORIES LIMITED,,IPCALAB,EQ
INDIAN PHOSPHATE LIMITED,,IPHL,SM
INDIA PESTICIDES LIMITED,,IPL,EQ
INTEGRATED PERSONNEL SERVICES LIMITED,,IPSL,SM
IRB INFRASTRUCTURE DEVELOPERS LIMITED,,IRB,EQ
IRB INVIT FUND,,IRBINVIT,IV
IRB INFRASTRUCTURE TRUST,,IRBIT,IV
IRCON INTERNATIONAL LIMITED,,IRCON,EQ
INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,,IRCTC,EQ
IRIS REGTECH SOLUTIONS LIMITED,,IRIS,EQ
IRIS CLOTHINGS LIMITED,,IRISDOREME,EQ
INTRASOFT TECHNOLOGIES LIMITED,,ISFT,EQ
ISGEC HEAVY ENGINEERING LIMITED,,ISGEC,EQ
ISHAN DYES AND CHEMICALS LIMITED,,ISHANCH,EQ
KOTAK NIFTY IT ETF,,IT,EQ
DSP MUTUAL FUND - DSP NIFTY IT ETF,,ITADD,EQ
NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,,ITBEES,EQ
UTI MUTUAL FUND - UTI NIFTY IT ETF,,ITBETA,EQ
ITC HOTELS LIMITED,,ITCHOTELS,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY IT ETF,,ITETF,EQ
ITI LIMITED,,ITI,EQ
ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY IT ETF,,ITIETF,EQ
IVALUE INFOSOLUTIONS LIMITED,,IVALUE,EQ
IL&FS INVESTMENT MANAGERS LIMITED,,IVC,EQ
IVP LIMITED,,IVP,EQ
INVESCO INDIA GOLD EXCHANGE TRADED FUND,,IVZINGOLD,EQ
INVESCO INDIA NIFTY EXCHANGE TRADED FUND,,IVZINNIFTY,EQ
THE INDIAN WOOD PRODUCTS COMPANY LIMITED,,IWP,EQ
LE TRAVENUES TECHNOLOGY LIMITED,,IXIGO,EQ
THE JAMMU & KASHMIR BANK LIMITED,,J&KBANK,EQ
JAGRAN PRAKASHAN LIMITED,,JAGRAN,EQ
JAGSONPAL PHARMACEUTICALS LIMITED,,JAGSNPHARM,EQ
JAI BALAJI INDUSTRIES LIMITED,,JAIBALAJI,EQ
JAI CORP LIMITED,,JAICORPLTD,EQ
JAIN RESOURCE RECYCLING LIMITED,,JAINREC,EQ
NANDANI CREATION LIMITED,,JAIPURKURT,EQ
JAMNA AUTO INDUSTRIES LIMITED,,JAMNAAUTO,EQ
JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,,JARO,EQ
JASH ENGINEERING LIMITED,,JASH,EQ
JAYANT AGRO ORGANICS LIMITED,,JAYAGROGN,EQ
JAY BHARAT MARUTI LIMITED,,JAYBARMARU,EQ
JAYESH LOGISTICS LIMITED,,JAYESH,SM
JAYKAY ENTERPRISES LIMITED,,JAYKAY,EQ
JAYASWAL NECO INDUSTRIES LIMITED,,JAYNECOIND,EQ
JAYSHREE TEA & INDUSTRIES LIMITED,,JAYSREETEA,EQ
JB CHEMICALS & PHARMACEUTICALS LIMITED,,JBCHEPHARM,EQ
JBM AUTO LIMITED,,JBMA,EQ
JET FREIGHT LOGISTICS LIMITED,,JETFREIGHT,EQ
J.G.CHEMICALS LIMITED,,JGCHEM,EQ
JINDAL PHOTO LIMITED,,JINDALPHOT,EQ
JINDAL SAW LIMITED,,JINDALSAW,EQ
JINDAL DRILLING AND INDUSTRIES LIMITED,,JINDRILL,EQ
JINDAL WORLDWIDE LIMITED,,JINDWORLD,EQ
JAIN IRRIGATION SYSTEMS LIMITED,,JISLDVREQS,EQ
JAIN IRRIGATION SYSTEMS LIMITED,,JISLJALEQS,EQ
JIWANRAM SHEODUTTRAI INDUSTRIES LIMITED,,JIWANRAM,SM
JK CEMENT LIMITED,,JKCEMENT,EQ
J.KUMAR INFRAPROJECTS LIMITED,,JKIL,EQ
JK LAKSHMI CEMENT LIMITED,,JKLAKSHMI,EQ
JK PAPER LIMITED,,JKPAPER,EQ
JK TYRE & INDUSTRIES LIMITED,,JKTYRE,EQ
JUPITER LIFE LINE HOSPITALS LIMITED,,JLHL,EQ
JULLUNDUR MOTOR AGENCY (DELHI) LIMITED,,JMA,EQ
JM FINANCIAL LIMITED,,JMFINANCIL,EQ
JOCIL LIMITED,,JOCIL,EQ
JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,,JPOLYINVST,EQ
JAIPRAKASH POWER VENTURES LIMITED,,JPPOWER,EQ
JANA SMALL FINANCE BANK LIMITED,,JSFB,EQ
JINDAL STAINLESS LIMITED,,JSL,EQ
JEENA SIKHO LIFECARE LIMITED,,JSLL,EQ
JSW CEMENT LIMITED,,JSWCEMENT,EQ
JSW DULUX LIMITED,,JSWDULUX,EQ
JTEKT INDIA LIMITED,,JTEKTINDIA,EQ
JUBILANT AGRI AND CONSUMER PRODUCTS LIMITED,,JUBLCPL,EQ
JUBILANT INGREVIA LIMITED,,JUBLINGREA,EQ
JUBILANT PHARMOVA LIMITED,,JUBLPHARMA,EQ
NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES,,JUNIORBEES,EQ
JUST DIAL LIMITED,,JUSTDIAL,EQ
JUPITER WAGONS LIMITED,,JWL,EQ
JYOTHY LABS LIMITED,,JYOTHYLAB,EQ
JYOTI CNC AUTOMATION LIMITED,,JYOTICNC,EQ
JYOTI STRUCTURES LIMITED,,JYOTISTRUC,EQ
K2 INFRAGEN LIMITED,,K2INFRA,SM
KABRA EXTRUSION TECHNIK LIMITED,,KABRAEXTRU,EQ
KAJARIA CERAMICS LIMITED,,KAJARIACER,EQ
SAI SILKS (KALAMANDIR) LIMITED,,KALAMANDIR,EQ
KALYANI FORGE LIMITED,,KALYANIFRG,EQ
KAMA HOLDINGS LIMITED,,KAMAHOLD,EQ
KAMAT HOTELS (I) LIMITED,,KAMATHOTEL,EQ
KAMDHENU LIMITED,,KAMDHENU,EQ
KANDARP DIGI SMART BPO LIMITED,,KANDARP,SM
KANORIA CHEMICALS & INDUSTRIES LIMITED,,KANORICHEM,EQ
KANPUR PLASTIPACK LIMITED,,KANPRPLA,EQ
KANSAI NEROLAC PAINTS LIMITED,,KANSAINER,EQ
KAPSTON SERVICES LIMITED,,KAPSTON,EQ
KARNIKA INDUSTRIES LIMITED,,KARNIKA,SM
KARUR VYSYA BANK LIMITED,,KARURVYSYA,EQ
KATARIA INDUSTRIES LIMITED,,KATARIA,SM
KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,,KAUSHALYA,EQ
KAYA LIMITED,,KAYA,EQ
KAYTEX FABRICS LIMITED,,KAYTEX,SM
KCP LIMITED,,KCP,EQ
KCP SUGAR AND INDUSTRIES CORPORATION LIMITED,,KCPSUGIND,EQ
KDDL LIMITED,,KDDL,EQ
KEC INTERNATIONAL LIMITED,,KEC,EQ
DSJ KEEP LEARNING LIMITED,,KEEPLEARN,EQ
KUNDAN EDIFICE LIMITED,,KEL,SM
KELLTON TECH SOLUTIONS LIMITED,,KELLTONTEC,EQ
KEN ENTERPRISES LIMITED,,KEN,SM
KENNAMETAL INDIA LIMITED,,KENNAMET,EQ
KERNEX MICROSYSTEMS (INDIA) LIMITED,,KERNEX,EQ
KEYNOTE FINANCIAL SERVICES LIMITED,,KEYFINSERV,EQ
KHADIM INDIA LIMITED,,KHADIM,EQ
KHANDWALA SECURITIES LIMITED,,KHANDSE,EQ
KHFM HOSPITALITY AND FACILITY MANAGEMENT SERVICES LIMITED,,KHFM,SM
KALYANI INVESTMENT COMPANY LIMITED,,KICL,EQ
KILITCH DRUGS (INDIA) LIMITED,,KILITCH,EQ
KRISHNA INSTITUTE OF MEDICAL SCIENCES LIMITED,,KIMS,EQ
KINGFA SCIENCE & TECHNOLOGY (INDIA) LIMITED,,KINGFA,EQ
KIOCL LIMITED,,KIOCL,EQ
KIRAN VYAPAR LIMITED,,KIRANVYPAR,EQ
KIRI INDUSTRIES LIMITED,,KIRIINDUS,EQ
KIRLOSKAR FERROUS INDUSTRIES LTD,,KIRLFER,EQ
KIRLOSKAR BROTHERS LIMITED,,KIRLOSBROS,EQ
KIRLOSKAR OIL ENGINES LIMITED,,KIRLOSENG,EQ
KIRLOSKAR INDUSTRIES LIMITED,,KIRLOSIND,EQ
KIRLOSKAR PNEUMATIC COMPANY LIMITED,,KIRLPNU,EQ
KITEX GARMENTS LIMITED,,KITEX,EQ
KEWAL KIRAN CLOTHING LIMITED,,KKCL,EQ
KABRA JEWELS LIMITED,,KKJEWELS,SM
KILBURN ENGINEERING LIMITED,,KLBRENG-B,EQ
KAUSHALYA LOGISTICS LIMITED,,KLL,SM
KNOWLEDGE MARINE & ENGINEERING WORKS LIMITED,,KMEW,EQ
K.M.SUGAR MILLS LIMITED,,KMSUGAR,EQ
KNR CONSTRUCTIONS LIMITED,,KNRCON,EQ
KOHINOOR FOODS LIMITED,,KOHINOOR,EQ
KOKUYO CAMLIN LIMITED,,KOKUYOCMLN,EQ
KOLTE - PATIL DEVELOPERS LIMITED,,KOLTEPATIL,EQ
KONTOR SPACE LIMITED,,KONTOR,SM
KOPRAN LIMITED,,KOPRAN,EQ
KOTHARI SUGARS AND CHEMICALS LIMITED,,KOTARISUG,EQ
KOTHARI PETROCHEMICALS LIMITED,,KOTHARIPET,EQ
KOTHARI PRODUCTS LIMITED,,KOTHARIPRO,EQ
KOTYARK INDUSTRIES LIMITED,,KOTYARK,EQ
KOVAI MEDICAL CENTER & HOSPITAL LIMITED,,KOVAI,EQ
K.P. ENERGY LIMITED,,KPEL,EQ
KPI GREEN ENERGY LIMITED,,KPIGREEN,EQ
KALPATARU PROJECTS INTERNATIONAL LIMITED,,KPIL,EQ
KWALITY PHARMACEUTICALS LIMITED,,KPL,EQ
K.P.R. MILL LIMITED,,KPRMILL,EQ
KRBL LIMITED,,KRBL,EQ
KRISHANA PHOSCHEM LIMITED,,KRISHANA,EQ
KRISHCA STRAPPING SOLUTIONS LIMITED,,KRISHCA,SM
KRISHIVAL FOODS LIMITED,,KRISHIVAL,EQ
KRISHNA DEFENCE AND ALLIED INDUSTRIES LIMITED,,KRISHNADEF,EQ
KRISHIVAL FOODS LIMITED,,KRISHPP,E1
KRITI INDUSTRIES (INDIA) LIMITED,,KRITI,EQ
KRITIKA WIRES LIMITED,,KRITIKA,EQ
KRM AYURVEDA LIMITED,,KRMAYURVED,SM
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,,KRN,EQ
KRONOX LAB SCIENCES LIMITED,,KRONOX,EQ
KROSS LIMITED,,KROSS,EQ
KRSNAA DIAGNOSTICS LIMITED,,KRSNAA,EQ
KNOWLEDGE REALTY TRUST,,KRT,RR
KRYSTAL INTEGRATED SERVICES LIMITED,,KRYSTAL,EQ
KSB LIMITED,,KSB,EQ
KAVERI SEED COMPANY LIMITED,,KSCL,EQ
KSH INTERNATIONAL LIMITED,,KSHINTL,EQ
KALYANI STEELS LIMITED,,KSL,EQ
KSOLVES INDIA LIMITED,,KSOLVES,EQ
THE KARNATAKA BANK LIMITED,,KTKBANK,EQ
KUANTUM PAPERS LIMITED,,KUANTUM,EQ
KWALITY WALL'S (INDIA) LIMITED,,KWIL,EQ
LAGNAM SPINTEX LIMITED,,LAGNAM,EQ
LAHOTI OVERSEAS LIMITED,,LAHOTIOV,EQ
LORENZINI APPARELS LIMITED,,LAL,EQ
DR. LAL PATH LABS LTD.,,LALPATHLAB,EQ
LAMBODHARA TEXTILES LIMITED,,LAMBODHARA,EQ
LAMOSAIC INDIA LIMITED,,LAMOSAIC,SM
LANDMARK CARS LIMITED,,LANDMARK,EQ
LANDSMILL GREEN LIMITED,,LANDSMILL,EQ
LA OPALA RG LIMITED,,LAOPALA,EQ
LATENT VIEW ANALYTICS LIMITED,,LATENTVIEW,EQ
LATTEYS INDUSTRIES LIMITED,,LATTEYS,EQ
LAXMI DENTAL LIMITED,,LAXMIDENTL,EQ
LAXMI INDIA FINANCE LIMITED,,LAXMIINDIA,EQ
LE MERITE EXPORTS LIMITED,,LEMERITE,EQ
LEMON TREE HOTELS LIMITED,,LEMONTREE,EQ
LENSKART SOLUTIONS LIMITED,,LENSKART,EQ
LAKSHMI FINANCE & INDUSTRIAL CORPORATION LIMITED,,LFIC,EQ
LG BALAKRISHNAN & BROS LIMITED,,LGBBROSLTD,EQ
LAXMI GOLDORNA HOUSE LIMITED,,LGHL,EQ
LIBAS CONSUMER PRODUCTS LIMITED,,LIBAS,EQ
LIBERTY SHOES LIMITED,,LIBERTSHOE,EQ
LIC MF GOLD EXCHANGE TRADED FUND,,LICMFGOLD,EQ
LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50,,LICNETFN50,EQ
LIC MUTUAL FUND - LIC MF EXCHANGE TRADED FUND - SENSEX,,LICNETFSEN,EQ
LIC MF - LIC MF ETF - NIFTY 100,,LICNFNHGP,EQ
LIC MUTUAL FUND - LIC MF NIFTY MIDCAP 100 ETF,,LICNMID100,EQ
LINC LIMITED,,LINC,EQ
LINCOLN PHARMACEUTICALS LIMITED,,LINCOLN,EQ
LINDE INDIA LIMITED,,LINDEINDIA,EQ
LLOYDS ENGINEERING WORKS LIMITED,,LLOYDSENGG,EQ
LLOYDS ENTERPRISES LIMITED,,LLOYDSENT,EQ
LLOYDS METALS AND ENERGY LIMITED,,LLOYDSME,EQ
LMW LIMITED,,LMW,EQ
LORDS CHLORO ALKALI LIMITED,,LORDSCHLO,EQ
LOVABLE LINGERIE LIMITED,,LOVABLE,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF,,LOWVOL,EQ
KOTAK NIFTY 100 LOW VOLATILITY 30 ETF,,LOWVOL1,EQ
ICICI PRUDENTIAL NIFTY 100 LOW VOLATILITY 30 ETF,,LOWVOLIETF,EQ
LT FOODS LIMITED,,LTFOODS,EQ
L&T TECHNOLOGY SERVICES LIMITED,,LTTS,EQ
LUMAX INDUSTRIES LIMITED,,LUMAXIND,EQ
LUMAX AUTO TECHNOLOGIES LIMITED,,LUMAXTECH,EQ
LAXMI ORGANIC INDUSTRIES LIMITED,,LXCHEM,EQ
LYPSA GEMS & JEWELLERY LIMITED,,LYPSAGEMS,EQ
MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED,,M&MFIN,EQ
MAAN ALUMINIUM LIMITED,,MAANALU,EQ
MACOBS TECHNOLOGIES LIMITED,,MACOBSTECH,SM
MACPOWER CNC MACHINES LIMITED,,MACPOWER,EQ
MADHAV MARBLES AND GRANITES LIMITED,,MADHAV,EQ
VAIDYA SANE AYURVED LABORATORIES LIMITED,,MADHAVBAUG,SM
MADHAV INFRA PROJECTS LIMITED,,MADHAVIPL,EQ
MADHUSUDAN MASALA LIMITED,,MADHUSUDAN,SM
MADRAS FERTILIZERS LIMITED,,MADRASFERT,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NYSE FANG+ ETF,,MAFANG,EQ
MAFATLAL INDUSTRIES LIMITED,,MAFATIND,EQ
MAGADH SUGAR & ENERGY LIMITED,,MAGADSUGAR,EQ
BANK OF MAHARASHTRA,,MAHABANK,EQ
MAHA RASHTRA APEX CORPORATION LIMITED,,MAHAPEXLTD,EQ
MAHINDRA EPC IRRIGATION LIMITED,,MAHEPC,EQ
MAHESHWARI LOGISTICS LIMITED,,MAHESHWARI,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET HANG SENG TECH ETF,,MAHKTECH,EQ
MAHINDRA LIFESPACE DEVELOPERS LIMITED,,MAHLIFE,EQ
MAHINDRA LOGISTICS LIMITED,,MAHLOG,EQ
MAHARASHTRA SCOOTERS LIMITED,,MAHSCOOTER,EQ
MAHARASHTRA SEAMLESS LIMITED,,MAHSEAMLES,EQ
MAITHAN ALLOYS LIMITED,,MAITHANALL,EQ
MAITREYA MEDICARE LIMITED,,MAITREYA,SM
MAJESTIC AUTO LIMITED,,MAJESAUT,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY INDIA MANUFACTURING ETF,,MAKEINDIA,EQ
MALLCOM (INDIA) LIMITED,,MALLCOM,EQ
MALU PAPER MILLS LIMITED,,MALUPAPER,EQ
MAMATA MACHINERY LIMITED,,MAMATA,EQ
MANAKSIA COATED METALS & INDUSTRIES LIMITED,,MANAKCOAT,EQ
MANAKSIA LIMITED,,MANAKSIA,EQ
MANALI PETROCHEMICALS LIMITED,,MANALIPETC,EQ
MANBA FINANCE LIMITED,,MANBA,EQ
MANGAL CREDIT AND FINCORP LIMITED,,MANCREDIT,EQ
MANGALAM CEMENT LIMITED,,MANGLMCEM,EQ
MANILAM INDUSTRIES INDIA LIMITED,,MANILAM,SM
MAN INFRACONSTRUCTION LIMITED,,MANINFRA,EQ
MANOMAY TEX INDIA LIMITED,,MANOMAY,EQ
MANORAMA INDUSTRIES LIMITED,,MANORAMA,EQ
MANGALAM ORGANICS LIMITED,,MANORG,EQ
NIPPON INDIA MUTUAL FUND - NIPPON INDIA NIFTY INDIA MANUFACTURING ETF,,MANUFGBEES,EQ
VEDANT FASHIONS LIMITED,,MANYAVAR,EQ
C.E. INFO SYSTEMS LIMITED,,MAPMYINDIA,EQ
MARAL OVERSEAS LIMITED,,MARALOVER,EQ
MARATHON NEXTGEN REALTY LIMITED,,MARATHON,EQ
MARCO CABLES & CONDUCTORS LIMITED,,MARCO,SM
MARINE ELECTRICALS (INDIA) LIMITED,,MARINE,EQ
MARKOLINES PAVEMENT TECHNOLOGIES LIMITED,,MARKOLINES,EQ
MARKSANS PHARMA LIMITED,,MARKSANS,EQ
MARSONS LIMITED,,MARSONS,EQ
MARUSHIKA TECHNOLOGY LIMITED,,MARUSHIKA,SM
MAS FINANCIAL SERVICES LIMITED,,MASFIN,EQ
MASON INFRATECH LIMITED,,MASON,SM
MIRAE ASSET MUTUAL FUND - MIRAE ASSET S&P 500 TOP 50 ETF,,MASPTOP50,EQ
MASTEK LIMITED,,MASTEK,EQ
MASTER TRUST LIMITED,,MASTERTR,EQ
MATRIMONY.COM LIMITED,,MATRIMONY,EQ
MAWANA SUGARS LIMITED,,MAWANASUG,EQ
MAX ESTATES LIMITED,,MAXESTATES,EQ
MAX INDIA LIMITED,,MAXIND,EQ
MAXPOSURE LIMITED,,MAXPOSURE,SM
MAYASHEEL VENTURES LIMITED,,MAYASHEEL,SM
MAYUR UNIQUOTERS LTD,,MAYURUNIQ,EQ
MAZDA LIMITED,,MAZDA,EQ
MADHYA BHARAT AGRO PRODUCTS LIMITED,,MBAPL,EQ
M & B ENGINEERING LIMITED,,MBEL,EQ
MAC CHARLES INDIA LIMITED,,MCCHRLS-B,EQ
MAGELLANIC CLOUD LIMITED,,MCLOUD,EQ
MARVEL DECOR LIMITED,,MDL,SM
GLOBAL HEALTH LIMITED,,MEDANTA,EQ
MEDI ASSIST HEALTHCARE SERVICES LIMITED,,MEDIASSIST,EQ
MEDICAMEN BIOTECH LIMITED,,MEDICAMEQ,EQ
MEDICO REMEDIES LIMITED,,MEDICO,EQ
MEDPLUS HEALTH SERVICES LIMITED,,MEDPLUS,EQ
MEESHO LIMITED,,MEESHO,EQ
MEGATHERM INDUCTION LIMITED,,MEGATHERM,SM
MENON PISTONS LIMITED,,MENNPIS,EQ
MENON BEARINGS LIMITED,,MENONBE,EQ
MERCANTILE VENTURES LIMITED,,MERCANTILE,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY METAL ETF,,METAL,EQ
ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY METAL ETF,,METALIETF,EQ
METRO BRANDS LIMITED,,METROBRAND,EQ
METROGLOBAL LIMITED,,METROGLOBL,EQ
METROPOLIS HEALTHCARE LIMITED,,METROPOLIS,EQ
MAHALAXMI FABRIC MILLS LIMITED,,MFML,EQ
MANGALAM GLOBAL ENTERPRISE LIMITED,,MGEL,EQ
MAHANAGAR GAS LIMITED,,MGL,EQ
MATRIX GEO SOLUTIONS LIMITED,,MGSL,SM
MAHALAXMI RUBTECH LIMITED,,MHLXMIRU,EQ
MAHINDRA HOLIDAYS & RESORTS INDIA LIMITED,,MHRIL,EQ
MICROPRO SOFTWARE SOLUTIONS LIMITED,,MICROPRO,SM
KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY MIDCAP 150 ETF,,MID150,EQ
NIPPON INDIA ETF NIFTY MIDCAP 150,,MID150BEES,EQ
ZERODHA FUND HOUSE - ZERODHA NIFTY MIDCAP 150 ETF,,MID150CASE,EQ
KOTAK NIFTY MIDCAP 50 ETF,,MIDCAP,EQ
DSP MUTUAL FUND - DSP NIFTY MIDCAP 150 ETF,,MIDCAPADD,EQ
UTI MUTUAL FUND - UTI NIFTY MIDCAP 150 EXCHANGE TRADED FUND (ETF),,MIDCAPBETA,EQ
MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY MIDCAP 150 ETF,,MIDCAPETF,EQ
ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY MIDCAP 150 ETF,,MIDCAPIETF,EQ
MISHRA DHATU NIGAM LIMITED,,MIDHANI,EQ
DSP  MUTUAL FUND - DSP NIFTY MIDCAP 150 QUALITY 50 ETF,,MIDQ50ADD,EQ
ICICI PRUDENTIAL BSE MIDCAP SELECT ETF,,MIDSELIETF,EQ
MIRAEASSETMF-MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF,,MIDSMALL,EQ
MINDA CORPORATION LIMITED,,MINDACORP,EQ
MINDSPACE BUSINESS PARKS REIT,,MINDSPACE,RR
MINDTECK (INDIA) LIMITED,,MINDTECK,EQ
MIRC ELECTRONICS LIMITED,,MIRCELECTR,EQ
MIRZA INTERNATIONAL LIMITED,,MIRZAINT,EQ
MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,,MITCON,EQ
MITTAL LIFE STYLE LIMITED,,MITTAL,EQ
M K PROTEINS LIMITED,,MKPL,EQ
MM FORGINGS LIMITED,,MMFL,EQ
MMP INDUSTRIES LIMITED,,MMP,EQ
MMTC LIMITED,,MMTC,EQ
MEDIA MATRIX WORLDWIDE LIMITED,,MMWL,EQ
KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY MNC ETF,,MNC,EQ
MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY ALPHA 50 ETF,,MOALPHA50,EQ
MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL BSE TOP 10 BANKS ETF,,MOBANK10,EQ
ONE MOBIKWIK SYSTEMS LIMITED,,MOBIKWIK,EQ
